Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
251,The Elder Scrolls Iv: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39
252,Zelda Ii: The Adventure Of Link,Others,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
253,Need For Speed: Most Wanted,Ps2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
254,Resistance: Fall Of Man,Ps3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35
255,Sonic The Hedgehog,Others,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34
256,Kingdom Hearts Ii,Ps2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
257,Fifa 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
258,Call Of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.75,1.18,0.0,0.37,4.31
259,Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31
260,Fable Ii,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
261,Halo 5: Guardians,Xone,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
262,Super Mario 3D World,Wiiu,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25
263,Batman: Arkham Asylum,Ps3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25
264,Assassin'S Creed: Revelations,Ps3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
265,Namco Museum,Gba,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24
266,Metal Gear Solid 3: Snake Eater,Ps2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23
267,Daxter,Psp,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22
268,Warcraft Ii: Tides Of Darkness,Pc,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21
269,The Legend Of Zelda: Ocarina Of Time,3Ds,2011.0,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
270,Fifa Soccer 06,Ps2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
271,Eyetoy Play,Ps2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
272,Uncharted 4: A Thief'S End,Ps4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
273,Gran Turismo 5 Prologue,Ps3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
274,Assassin'S Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
275,Street Fighter Iv,Ps3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
276,Fifa 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
277,Teenage Mutant Ninja Turtles,Others,1989.0,Action,Other Publishers,3.38,0.44,0.31,0.04,4.17
278,Excitebike,Others,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
279,Frogger,Ps,1997.0,Action,Other Publishers,3.79,0.27,0.0,0.11,4.16
280,Madden Nfl 2003,Ps2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
281,Watch Dogs,Ps4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
282,Half-Life,Pc,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12
283,Super Mario World 2: Yoshi'S Island,Snes,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
284,Fifa Soccer 07,Ps2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
285,The Legend Of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
286,Street Fighter Ii Turbo,Snes,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
287,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
288,Fallout 4,Xone,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289,World Of Warcraft: The Burning Crusade,Pc,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09
290,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,God Of War Ii,Ps2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293,World Soccer Winning Eleven 9,Ps2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294,Namco Museum Vol.3,Ps,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295,Tekken Tag Tournament,Ps2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296,Far Cry 4,Ps4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
298,Minecraft,Ps4,2014.0,Misc,Other Publishers,1.38,1.87,0.12,0.65,4.02
299,Golf,Others,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
300,Fallout 3,Ps3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301,Professor Layton And The Diabolical Box,Ds,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0
302,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
303,Namco Museum: 50Th Anniversary,Ps2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98
304,Ea Sports Active,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305,Assassin'S Creed: Unity,Ps4,2014.0,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,Donkey Kong Land,Others,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
307,Tony Hawk'S Underground,Ps2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9
308,Assassin'S Creed Iv: Black Flag,Ps3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,Monster Hunter 4 Ultimate,3Ds,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
310,Motorstorm,Ps3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
311,The Elder Scrolls V: Skyrim,Pc,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88
312,Tekken 5,Ps2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313,Dragon Warrior Iii,Others,1988.0,Role-Playing,Other Publishers,0.1,0.0,3.77,0.0,3.87
314,Sports Champions,Ps3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,Nba 2K16,Ps4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
316,World Soccer Winning Eleven 8 International,Ps2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317,Flash Focus: Vision Training In Minutes A Day,Ds,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
318,Namco Museum Vol.1,Ps,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319,The Legend Of Zelda: Link'S Awakening,Others,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
320,Mario & Luigi: Bowser'S Inside Story,Ds,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322,Nintendogs + Cats,3Ds,2011.0,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,Batman: Arkham Knight,Ps4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario & Sonic At The London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78
325,Lego Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78
326,Resident Evil Director'S Cut,Ps,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,Ratchet & Clank: Size Matters,Psp,2007.0,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76
329,The Sims: Unleashed,Pc,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
330,Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331,Harry Potter And The Sorcerer'S Stone,Ps,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
332,The Witcher 3: Wild Hunt,Ps4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
333,Resident Evil 3: Nemesis,Ps,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro: Year Of The Dragon,Ps,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
335,Fifa Soccer 2005,Ps2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,Pokémon Trading Card Game,Others,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337,Battlefield 4,Ps3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,Mysims,Ds,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,Ds,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67
340,Tony Hawk'S Pro Skater 4,Ps2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67
341,Midnight Club 3: Dub Edition,Psp,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66
342,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343,Socom: U.S. Navy Seals,Ps2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.33,0.97,0.0,0.35,3.65
345,Gran Turismo 6,Ps3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,Jak And Daxter: The Precursor Legacy,Ps2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348,Fifa Soccer 10,Ps3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer 2008,Ps2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63
350,Call Of Duty: Ghosts,Ps4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
351,Resident Evil 4,Ps2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62
352,Tom Clancy'S The Division,Ps4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,Ps2,2004.0,Shooter,Lucasarts,1.93,1.22,0.03,0.44,3.61
354,Doom Ii: Hell On Earth,Pc,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
355,The Simpsons: Road Rage,Ps2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
356,Cooking Mama 2: Dinner With Friends,Ds,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
357,Luigi'S Mansion,Gc,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront Ii,Ps2,2005.0,Shooter,Lucasarts,2.18,1.02,0.03,0.37,3.59
359,Wwf Smackdown!,Ps,2000.0,Fighting,Thq,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend Of The Gobbos,Ps,1997.0,Platform,Other Publishers,1.57,1.79,0.0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,Ps2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362,The Getaway,Ps2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider Iii: Adventures Of Lara Croft,Ps,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,Ps2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,Lego Star Wars: The Video Game,Ps2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,Fifa Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
368,Rugrats In Paris: The Movie,Ps,2000.0,Action,Thq,1.96,1.33,0.0,0.23,3.52
369,Spyro 2: Ripto'S Rage!,Ps,1999.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic At The Olympic Winter Games,Ds,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong'S Double Trouble!,Snes,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374,Assassin'S Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,Others,1985.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,Ds,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
379,Star Wars Battlefront (2015),Xone,2015.0,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,Ds,2008.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48
382,Assassin'S Creed: Unity,Xone,2014.0,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46
383,Far Cry 3,Ps3,2012.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,3Ds,2013.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44
385,Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,Ps2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,Ps4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388,Littlebigplanet 2,Ps3,2011.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,Ps,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
390,Final Fantasy Iii,Snes,1994.0,Role-Playing,Squaresoft,0.86,0.0,2.55,0.02,3.42
391,Spider-Man 2,Ps2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,Others,1990.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393,Fifa Soccer 2003,Ps2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,Ps,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,Lego Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,Ps4,2015.0,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,The Legend Of Zelda: Spirit Tracks,Ds,2009.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
398,Wwf War Zone,Ps,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
399,The Legend Of Zelda: Majora'S Mask,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
400,Professor Layton And The Unwound Future,Ds,2008.0,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,Ps,1998.0,Adventure,Thq,1.63,1.53,0.0,0.18,3.34
402,Assassin'S Creed Iv: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,Ds,2006.0,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,Ps2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,Ps2,2002.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,Wii,2012.0,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode Iii: Revenge Of The Sith,Ps2,2005.0,Action,Lucasarts,1.47,1.39,0.03,0.43,3.32
408,Max Payne,Ps2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,The Lord Of The Rings: The Return Of The King,Ps2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,Assassin'S Creed Syndicate,Ps4,2015.0,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,Destiny,Xone,2014.0,Shooter,Activision,2.13,0.92,0.0,0.23,3.28
412,True Crime: Streets Of La,Ps2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27
413,Wii Music,Wii,2008.0,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (Psp),Psp,2009.0,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,3Ds,2015.0,Action,Capcom,0.25,0.19,2.78,0.04,3.26
416,Tekken,Ps,1995.0,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
417,Fifa 16,Xone,2015.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23
418,L.A. Noire,Ps3,2011.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,Madden Nfl 16,Ps4,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,3Ds,2014.0,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22
421,007: Tomorrow Never Dies,Ps,1999.0,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
422,Baseball,Others,1983.0,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,Snes,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424,Wwf Smackdown! 2: Know Your Role,Ps,2000.0,Fighting,Thq,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy Vii,Psp,2007.0,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
426,God Of War: Chains Of Olympus,Psp,2008.0,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest Vi: Maboroshi No Daichi,Snes,1995.0,Role-Playing,Other Publishers,0.0,0.0,3.19,0.0,3.19
428,Dance Central,X360,2010.0,Misc,Other Publishers,2.15,0.77,0.01,0.26,3.19
429,Enter The Matrix,Ps2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,Wiiu,2015.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,Ps3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
433,Rhythm Heaven,Ds,2008.0,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,Ps2,2001.0,Simulation,Other Publishers,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,Ds,2008.0,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
436,Animal Crossing,Gc,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
437,Lego Batman: The Videogame,Ds,2008.0,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15
438,Sonic Rush,Ds,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,Ps3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,Xone,2014.0,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,Fifa Soccer 08,Ps2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
442,Spider-Man,Ps,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13
443,Need For Speed Iii: Hot Pursuit,Ps,1998.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
444,Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,Ds,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12
446,The Elder Scrolls Iv: Oblivion,Ps3,2007.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior Iv,Others,1990.0,Role-Playing,Other Publishers,0.08,0.0,3.03,0.01,3.12
448,Heavy Rain,Ps3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,Fifa 15,X360,2014.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
451,Dragon Ball Z: Budokai,Ps2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,Madden Nfl 2002,Ps2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,Others,1986.0,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,The Legend Of Zelda: A Link Between Worlds,3Ds,2013.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,Others,1994.0,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,Pc,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
458,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.05
460,Far Cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,X360,2008.0,Action,Thq,1.94,0.8,0.02,0.27,3.03
463,Rayman,Ps,1995.0,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
464,Killzone 2,Ps3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy'S Splinter Cell,Xb,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
466,Mike Tyson'S Punch-Out!!,Others,1987.0,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467,Wwe Smackdown! Shut Your Mouth,Ps2,2002.0,Sports,Thq,1.45,1.13,0.07,0.38,3.02
468,Gears Of War: Ultimate Edition,Xone,2015.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0
469,Nba 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
470,Dragon Ball Z: Budokai Tenkaichi 3,Ps2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
472,Middle-Earth: Shadow Of Mordor,Ps4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473,Star Fox,Snes,1993.0,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
474,The Sims: Livin Large,Pc,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
475,World Soccer Winning Eleven 6 International,Ps2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,Ps2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing: Happy Home Designer,3Ds,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98
478,Battlefield: Bad Company 2,Ps3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,Pc,2014.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
480,Star Wars: The Old Republic,Pc,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97
481,Sonic Heroes,Ps2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,Ds,2008.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
483,Hitman 2: Silent Assassin,Ps2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484,Street Fighter Iv,X360,2009.0,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
485,Wave Race 64,N64,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
486,Socom Ii: U.S. Navy Seals,Ps2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,Wwe Smackdown! Vs. Raw 2006,Ps2,2005.0,Fighting,Thq,1.45,1.11,0.04,0.33,2.94
488,Infamous,Ps3,2009.0,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489,Pac-Man Collection,Gba,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491,Warioware: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
493,Super Mario World 2: Yoshi'S Island,Gba,2002.0,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
494,Fifa 14,Ps4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
495,Titanfall,Xone,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,Ps2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9
497,Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9
498,World Soccer Winning Eleven 7 International,Ps2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
499,Need For Speed: Most Wanted,Ps3,2012.0,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
500,Hot Shots Golf 3,Ps2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,Call Of Duty: Finest Hour,Ps2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
502,Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88
